,Asuminen,Palvelut,t
2022-04-15 00:00:00,347.0925597669575,1104.3728862400255,-1451.465446006983
2022-04-15 01:00:00,367.4243415106286,1088.1321085012016,-1455.5564500118303
2022-04-15 02:00:00,371.7811518842725,1237.5472636983818,-1609.3284155826543
2022-04-15 03:00:00,397.92201412613537,1500.6478630673287,-1898.569877193464
2022-04-15 04:00:00,498.1286527199431,1783.2373957228647,-2281.366048442808
2022-04-15 05:00:00,730.4918726476134,1581.8517517614484,-2312.3436244090617
2022-04-15 06:00:00,718.8737116512299,1562.3628184748595,-2281.2365301260893
2022-04-15 07:00:00,699.9942000321067,1539.625729640506,-2239.6199296726127
2022-04-15 08:00:00,699.9942000321067,1464.9181520419163,-2164.912352074023
2022-04-15 09:00:00,685.4714987866273,1396.7068855388559,-2082.1783843254834
2022-04-15 10:00:00,666.5919871675042,1377.217952252267,-2043.8099394197711
2022-04-15 11:00:00,647.712475548381,1305.758530201442,-1953.471005749823
2022-04-15 12:00:00,641.9033950501893,1270.0288191760294,-1911.9322142262185
2022-04-15 13:00:00,641.9033950501893,1302.510374653677,-1944.4137697038664
2022-04-15 14:00:00,644.8079352992851,1331.7437745835603,-1976.5517098828454
2022-04-15 15:00:00,652.0692859220247,1312.2548412969716,-1964.3241272189962
2022-04-15 16:00:00,678.2101481638877,1399.9550410866204,-2078.165189250508
2022-04-15 17:00:00,701.4464701566546,1416.1958188254443,-2117.6422889820988
2022-04-15 18:00:00,715.9691714021341,1386.9624188955615,-2102.9315902976955
2022-04-15 19:00:00,713.0646311530381,1386.9624188955615,-2100.0270500485994
2022-04-15 20:00:00,697.0896597830108,1347.9845523223842,-2045.074212105395
2022-04-15 21:00:00,634.6420444274495,1182.3286193863803,-1816.9706638138298
2022-04-15 22:00:00,557.6717278264086,1133.6062861699086,-1691.2780139963172
2022-04-15 23:00:00,409.54017512251886,1068.643175214613,-1478.1833503371317
2022-04-16 00:00:00,354.8650489469175,1032.7473837673006,-1387.6124327142181
2022-04-16 01:00:00,375.6521229438081,1082.3987002945746,-1458.0508232383827
2022-04-16 02:00:00,380.1064959431418,1151.9105434327582,-1532.0170393759
2022-04-16 03:00:00,406.8327339391439,1257.8333520242763,-1664.6660859634203
2022-04-16 04:00:00,509.28331292381887,1535.880724577011,-2045.1640375008299
2022-04-16 05:00:00,746.8498728882824,1843.7188870461105,-2590.568759934393
2022-04-16 06:00:00,734.9715448900592,1830.4785359721707,-2565.4500808622297
2022-04-16 07:00:00,715.6692618929466,1777.5171316764117,-2493.186393569358
2022-04-16 08:00:00,715.6692618929466,1664.9741475479238,-2380.6434094408705
2022-04-16 09:00:00,700.8213518951677,1595.4623044097402,-2296.2836563049077
2022-04-16 10:00:00,681.5190688980551,1545.8109878824662,-2227.3300567805213
2022-04-16 11:00:00,662.2167859009423,1423.3377404485234,-2085.554526349466
2022-04-16 12:00:00,656.2776219018307,1337.2754584679149,-1993.5530803697457
2022-04-16 13:00:00,656.2776219018307,1314.1048440885204,-1970.3824659903512
2022-04-16 14:00:00,659.2472039013865,1324.035107393975,-1983.2823112953615
2022-04-16 15:00:00,666.671158900276,1367.0662483842796,-2033.7374072845555
2022-04-16 16:00:00,693.3973968962781,1400.1671260691287,-2093.564522965407
2022-04-16 17:00:00,717.1540528927245,1393.546950532159,-2110.7010034248833
2022-04-16 18:00:00,732.0019628905035,1350.5158095418549,-2082.5177724323585
2022-04-16 19:00:00,729.0323808909477,1310.7947563200355,-2039.8271372109832
2022-04-16 20:00:00,712.6996798933908,1307.4846685515504,-2020.1843484449412
2022-04-16 21:00:00,648.8536669029413,1155.2206312012434,-1804.0742981041847
2022-04-16 22:00:00,570.1597439147126,1045.9877348412406,-1616.1474787559532
2022-04-16 23:00:00,418.7110619373671,1059.2280859151801,-1477.9391478525472
2022-04-17 00:00:00,333.7761931845584,1048.0907223100153,-1381.8669154945737
2022-04-17 01:00:00,353.3279367183818,1032.677623452515,-1386.0055601708968
2022-04-17 02:00:00,357.5175960470583,1174.478132941517,-1531.9957289885754
2022-04-17 03:00:00,382.65555201911707,1424.1703344330206,-1806.8258864521376
2022-04-17 04:00:00,479.01771657867573,1692.3582545535246,-2171.3759711322004
2022-04-17 05:00:00,702.4662141080871,1501.2358287205218,-2203.7020428286087
2022-04-17 06:00:00,691.2937892316166,1482.7401100915215,-2174.033899323138
2022-04-17 07:00:00,673.138598807352,1461.1617716910212,-2134.300370498373
2022-04-17 08:00:00,673.138598807352,1390.2615169465203,-2063.4001157538723
2022-04-17 09:00:00,659.1730677117638,1325.5265017450192,-1984.6995694567831
2022-04-17 10:00:00,641.0178772874991,1307.030783116019,-1948.0486604035182
2022-04-17 11:00:00,622.8626868632344,1239.213148143018,-1862.0758350062524
2022-04-17 12:00:00,617.2764744249993,1205.3043306565175,-1822.5808050815167
2022-04-17 13:00:00,617.2764744249993,1236.130528371518,-1853.4070027965172
2022-04-17 14:00:00,620.0695806441169,1263.8741063150185,-1883.9436869591354
2022-04-17 15:00:00,627.0523461919108,1245.378387686018,-1872.4307338779288
2022-04-17 16:00:00,652.1903021639696,1328.6091215165193,-1980.7994236804889
2022-04-17 17:00:00,674.5351519169109,1344.0222203740195,-2018.5573722909303
2022-04-17 18:00:00,688.500683012499,1316.2786424305193,-2004.7793254430185
2022-04-17 19:00:00,685.7075767933813,1316.2786424305193,-2001.9862192239007
2022-04-17 20:00:00,670.3454925882344,1279.2872051725187,-1949.6326977607532
2022-04-17 21:00:00,610.2937088772051,1122.0735968260165,-1732.3673057032215
2022-04-17 22:00:00,536.2763940705875,1075.8343002535157,-1612.1106943241032
2022-04-17 23:00:00,393.82797689558765,1014.1819048235146,-1408.0098817191024
2022-04-18 00:00:00,283.13123268683455,978.999436351038,-1262.1306690378724
2022-04-18 01:00:00,311.32178832232023,893.5312315902331,-1204.8530199125535
2022-04-18 02:00:00,290.4852906787004,1033.3882939260955,-1323.8735846047957
2022-04-18 03:00:00,312.5474646542979,1250.9437242263264,-1563.4911888806243
2022-04-18 04:00:00,425.30968719624076,1530.6578488980513,-1955.967536094292
2022-04-18 05:00:00,634.900339964417,1300.1526906037593,-1935.0530305681764
2022-04-18 06:00:00,644.7057506202381,1287.202962609698,-1931.908713229936
2022-04-18 07:00:00,617.74087131673,1204.3247034477054,-1822.0655747644355
2022-04-18 08:00:00,601.8070790010207,1165.4755194655213,-1767.282598466542
2022-04-18 09:00:00,566.2624653736691,1087.7771515011532,-1654.0396168748223
2022-04-18 10:00:00,545.4259677300493,1061.8776955130306,-1607.3036632430799
2022-04-18 11:00:00,529.4921754143401,1004.8988923391607,-1534.391067753501
2022-04-18 12:00:00,519.686764758519,955.6899259617276,-1475.3766907202466
2022-04-18 13:00:00,512.332706766653,989.3592187462871,-1501.69192551294
2022-04-18 14:00:00,512.332706766653,950.5100347641031,-1462.842741530756
2022-04-18 15:00:00,527.0408227503847,1020.4385659320342,-1547.4793886824189
2022-04-18 16:00:00,557.6827310498257,1074.827423507092,-1632.5101545569178
2022-04-18 17:00:00,587.0989630172891,1082.5972603035286,-1669.6962233208178
2022-04-18 18:00:00,611.6124896568418,1085.187205902341,-1696.799695559183
2022-04-18 19:00:00,628.7719583045287,1134.3961722797742,-1763.1681305843028
2022-04-18 20:00:00,621.4179003126629,1085.187205902341,-1706.605106215004
2022-04-18 21:00:00,565.0367890416916,1020.4385659320342,-1585.4753549737256
2022-04-18 22:00:00,486.5935037951226,870.2217212009225,-1356.8152249960451
2022-04-18 23:00:00,362.8001942653811,831.3725372187384,-1194.1727314841196
2022-04-19 00:00:00,257.41260363659535,758.2047891625595,-1015.6173927991548
2022-04-19 01:00:00,283.04242997270654,788.2327016046412,-1071.2751315773478
2022-04-19 02:00:00,264.09864528949396,863.3024827098451,-1127.401127999339
2022-04-19 03:00:00,284.1567702481897,993.4234366255317,-1277.5802068737214
2022-04-19 04:00:00,386.6760755926346,1158.5769550569803,-1545.2530306496149
2022-04-19 05:00:00,577.2282627002442,1358.7630380041908,-1935.991300704435
2022-04-19 06:00:00,586.142984904109,1438.8374711830752,-2024.9804560871842
2022-04-19 07:00:00,561.6274988434809,1453.8514274041156,-2015.4789262475965
2022-04-19 08:00:00,547.1410752622006,1328.7351255621093,-1875.8762008243098
2022-04-19 09:00:00,514.8252072731907,1233.6467361621842,-1748.471943435375
2022-04-19 10:00:00,495.88142258997806,1151.06997694646,-1646.951399536438
2022-04-19 11:00:00,481.3949990086978,1096.018804135977,-1577.4138031446748
2022-04-19 12:00:00,472.480276804833,1055.9815875465351,-1528.4618643513681
2022-04-19 13:00:00,465.7942351519344,1040.9676313254943,-1506.7618664774286
2022-04-19 14:00:00,465.7942351519344,1023.4513490676134,-1489.2455842195477
2022-04-19 15:00:00,479.1663184577316,1020.9490230307732,-1500.1153414885048
2022-04-19 16:00:00,507.024825344809,1038.4653052886542,-1545.4901306334632
2022-04-19 17:00:00,533.7689919564033,1015.9443709570928,-1549.713362913496
2022-04-19 18:00:00,556.0557974660653,1018.4466969939331,-1574.5024944599984
2022-04-19 19:00:00,571.6565613228287,1010.9397188834126,-1582.5962802062413
2022-04-19 20:00:00,564.9705196699301,948.3815679624096,-1513.3520876323396
2022-04-19 21:00:00,513.7108669977076,803.2466578256817,-1316.9575248233893
2022-04-19 22:00:00,442.3930893667894,715.6652465362773,-1158.0583359030668
2022-04-19 23:00:00,329.84472154299664,710.660594462597,-1040.5053160055936
2022-04-20 00:00:00,230.00921041286702,648.4833226120284,-878.4925330248954
2022-04-20 01:00:00,252.91056036739488,674.1658304382473,-927.0763908056422
2022-04-20 02:00:00,235.983475618396,738.3721000037948,-974.3555756221908
2022-04-20 03:00:00,253.90627123498305,849.6629672507435,-1103.5692384857266
2022-04-20 04:00:00,345.5116710530946,990.9167602949477,-1336.4284313480423
2022-04-20 05:00:00,515.7782294106714,1162.1334791364072,-1677.9117085470787
2022-04-20 06:00:00,523.7439163513768,1230.6201666729912,-1754.364083024368
2022-04-20 07:00:00,501.8382772644371,1243.4614205861005,-1745.2996978505375
2022-04-20 08:00:00,488.8940359857909,1136.4509713101884,-1625.3450072959793
2022-04-20 09:00:00,460.01842082573404,1055.1230298604949,-1515.1414506862288
2022-04-20 10:00:00,443.0913360767351,984.4961333383928,-1427.587469415128
2022-04-20 11:00:00,430.147094798089,937.4115356569914,-1367.5586304550804
2022-04-20 12:00:00,422.1814078573836,903.1681918886995,-1325.3495997460832
2022-04-20 13:00:00,416.20714265185455,890.3269379755901,-1306.5340806274446
2022-04-20 14:00:00,416.20714265185455,875.3454750769623,-1291.5526177288168
2022-04-20 15:00:00,428.15567306291257,873.2052660914442,-1301.3609391543569
2022-04-20 16:00:00,453.04844475261683,888.186728990072,-1341.2351737426889
2022-04-20 17:00:00,476.94550557473286,868.9248481204075,-1345.8703536951405
2022-04-20 18:00:00,496.85972292649626,871.0650571059259,-1367.9247800324222
2022-04-20 19:00:00,510.7996750727306,864.6444301493711,-1375.4441052221018
2022-04-20 20:00:00,504.82540986720164,811.139205511415,-1315.9646153786166
2022-04-20 21:00:00,459.02270995814587,687.0070843513568,-1146.0297943095027
2022-04-20 22:00:00,395.29721443250304,612.0997698582182,-1007.3969842907213
2022-04-20 23:00:00,294.730416806098,607.8193518871817,-902.5497686932797
2022-04-21 00:00:00,228.43316416525613,649.064202686468,-877.4973668517241
2022-04-21 01:00:00,251.17759176612577,674.76971566415,-925.9473074302757
2022-04-21 02:00:00,234.36649310461343,739.0334981083548,-973.3999912129682
2022-04-21 03:00:00,252.1664799226853,850.4240543449763,-1102.5905342676615
2022-04-21 04:00:00,343.144190326164,991.8043757222267,-1334.9485660483906
2022-04-21 05:00:00,512.244065097847,1163.174462240106,-1675.418527337953
2022-04-21 06:00:00,520.1551703503235,1231.7224968472578,-1751.8776671975813
2022-04-21 07:00:00,498.39963090601333,1244.5752533360987,-1742.974884242112
2022-04-21 08:00:00,485.5440848707392,1137.4689492624243,-1623.0130341331635
2022-04-21 09:00:00,456.86632833051226,1056.0681581664314,-1512.9344864969437
2022-04-21 10:00:00,440.05522966899986,985.3779974778063,-1425.433227146806
2022-04-21 11:00:00,427.1996836337258,938.2512236853894,-1365.4509073191152
2022-04-21 12:00:00,419.2885783812493,903.9772063818136,-1323.265784763063
2022-04-21 13:00:00,413.355249441892,891.1244498929725,-1304.4796993348646
2022-04-21 14:00:00,413.355249441892,876.1295673226582,-1289.4848167645503
2022-04-21 15:00:00,425.2219073206066,873.9874412411848,-1299.2093485617913
2022-04-21 16:00:00,449.9441112345954,888.9823238114992,-1338.9264350460946
2022-04-21 17:00:00,473.6774269920246,869.7031890782376,-1343.3806160702622
2022-04-21 18:00:00,493.4551901232156,871.8453151597112,-1365.3005052829267
2022-04-21 19:00:00,507.2996243150493,865.4189369152907,-1372.7185612303401
2022-04-21 20:00:00,501.36629537569206,811.8657848784535,-1313.2320802541456
2022-04-21 21:00:00,455.8774401739527,687.6224721529908,-1143.4999123269436
2022-04-21 22:00:00,392.5885981541415,612.6480593014187,-1005.2366574555601
2022-04-21 23:00:00,292.7108943416269,608.3638071384718,-901.0747014800986
2022-04-22 00:00:00,217.43976688444948,585.6384841224764,-803.0782510069258
2022-04-22 01:00:00,239.08961380368038,605.3569516013475,-844.446565405028
2022-04-22 02:00:00,223.0875530372923,650.7094268027515,-873.7969798400438
2022-04-22 03:00:00,240.03091149582085,741.4143772055592,-981.44528870138
2022-04-22 04:00:00,326.63029917274446,863.668875574561,-1190.2991747473054
2022-04-22 05:00:00,487.5922045287655,1072.6846308505962,-1560.2768353793617
2022-04-22 06:00:00,495.1225860658893,1147.6148072703072,-1642.7373933361964
2022-04-22 07:00:00,474.4140368387989,1161.417734505517,-1635.831771344316
2022-04-22 08:00:00,462.1771668409727,1064.7972438590477,-1526.9744107000204
2022-04-22 09:00:00,434.87953376889897,989.8670674393371,-1424.7466012082361
2022-04-22 10:00:00,418.8774730025109,922.8242780111748,-1341.7017510136857
2022-04-22 11:00:00,406.6406030046848,873.5281093139965,-1280.1687123186814
2022-04-22 12:00:00,399.11022146756096,838.0348678520285,-1237.1450893195895
2022-04-22 13:00:00,393.4624353147181,826.2037873647056,-1219.6662226794238
2022-04-22 14:00:00,393.4624353147181,810.4290133816086,-1203.8914486963267
2022-04-22 15:00:00,404.7580076204038,800.569779642173,-1205.3277872625767
2022-04-22 16:00:00,428.2904499239156,810.4290133816086,-1238.7194633055242
2022-04-22 17:00:00,450.881594535287,814.3727068773829,-1265.25430141267
2022-04-22 18:00:00,469.70754837809653,812.4008601294958,-1282.1084085075922
2022-04-22 19:00:00,482.8857160680631,800.569779642173,-1283.4554957102362
2022-04-22 20:00:00,477.2379299152203,757.1891511886562,-1234.4270811038764
2022-04-22 21:00:00,433.9382360767585,644.7938865590901,-1078.7321226358486
2022-04-22 22:00:00,373.6951837797682,573.8074036351536,-947.5025874149218
2022-04-22 23:00:00,278.6241168735803,552.1170894083951,-830.7412062819755
2022-04-23 00:00:00,229.71652904053622,596.138783729341,-825.8553127698772
2022-04-23 01:00:00,252.5887375597238,596.138783729341,-848.7275212890647
2022-04-23 02:00:00,235.6831921324982,674.0654221253333,-909.7486142578315
2022-04-23 03:00:00,253.58318140838412,783.1627158797226,-1036.7458972881068
2022-04-23 04:00:00,345.07201548513456,925.3788309524085,-1270.450846437543
2022-04-23 05:00:00,515.121913606051,1108.5064311829904,-1623.6283447890414
2022-04-23 06:00:00,523.0774643953337,1143.573418461187,-1666.6508828565206
2022-04-23 07:00:00,501.1996997248063,1114.3509290626898,-1615.5506287874962
2022-04-23 08:00:00,488.271929692222,1028.6316268270982,-1516.9035565193203
2022-04-23 09:00:00,459.43305808107243,952.6531543910058,-1412.0862124720784
2022-04-23 10:00:00,442.5275126538468,911.7416692331099,-1354.2691818869566
2022-04-23 11:00:00,429.5997426212626,859.141188315815,-1288.7409309370776
2022-04-23 12:00:00,421.64419183197987,742.2512307218267,-1163.8954225538066
2022-04-23 13:00:00,415.6775287400179,726.6659030426282,-1142.3434317826461
2022-04-23 14:00:00,415.6775287400179,740.3030647619269,-1155.980593501945
2022-04-23 15:00:00,427.6108549239419,759.7847243609249,-1187.3955792848667
2022-04-23 16:00:00,452.47195114045013,783.1627158797226,-1235.6346670201726
2022-04-23 17:00:00,476.33860350829804,812.3852052782197,-1288.7238087865178
2022-04-23 18:00:00,496.22748048150464,781.2145499198227,-1277.4420304013274
2022-04-23 19:00:00,510.14969436274924,794.8517116391214,-1305.0014060018707
2022-04-23 20:00:00,504.18303127078735,763.6810562807244,-1267.8640875515118
2022-04-23 21:00:00,458.43861423241214,701.3397455639306,-1159.7783597963428
2022-04-23 22:00:00,394.79420791815096,594.1906177694412,-988.9848256875922
2022-04-23 23:00:00,294.3553792034577,586.397953929842,-880.7533331332996
2022-04-24 00:00:00,260.92414549561727,878.7460518630687,-1139.670197358686
2022-04-24 01:00:00,286.90360586963976,802.0301267004199,-1088.9337325700596
2022-04-24 02:00:00,267.70139602797093,927.5652769665725,-1195.2666729945433
2022-04-24 03:00:00,288.03314762503203,1122.8421773805878,-1410.8753250056197
2022-04-24 04:00:00,391.95098912112206,1373.912477912893,-1765.8634670340152
2022-04-24 05:00:00,585.1026292932023,1167.0119524742342,-1752.1145817674364
2022-04-24 06:00:00,594.1389633363407,1155.3883274495904,-1749.5272907859312
2022-04-24 07:00:00,569.2890447177103,1080.9971272918704,-1650.2861720095807
2022-04-24 08:00:00,554.6050018976107,1046.126252217939,-1600.7312541155497
2022-04-24 09:00:00,521.8482909912345,976.3845020700765,-1498.232793061311
2022-04-24 10:00:00,502.64608114956576,953.137252020789,-1455.7833331703548
2022-04-24 11:00:00,487.9620383294661,901.9933019123564,-1389.9553402418226
2022-04-24 12:00:00,478.92570428632786,857.82352681871,-1336.7492311050378
2022-04-24 13:00:00,472.1484537539741,888.0449518827837,-1360.1934056367577
2022-04-24 14:00:00,472.1484537539741,853.1740768088525,-1325.3225305628266
2022-04-24 15:00:00,485.7029548186815,915.9416519419287,-1401.6446067606103
2022-04-24 16:00:00,513.9414987034886,964.7608770454326,-1478.7023757489212
2022-04-24 17:00:00,541.0505008329033,971.7350520602189,-1512.7855528931223
2022-04-24 18:00:00,563.6413359407491,974.0597770651476,-1537.7011130058968
2022-04-24 19:00:00,579.4549205162409,1018.2295521587939,-1597.6844726750348
2022-04-24 20:00:00,572.6776699838872,974.0597770651476,-1546.737447049035
2022-04-24 21:00:00,520.7187492358423,915.9416519419287,-1436.660401177771
2022-04-24 22:00:00,448.4280768907362,781.1076016560611,-1229.5356785467973
2022-04-24 23:00:00,334.3443595961157,746.2367265821297,-1080.5810861782454
2022-04-25 00:00:00,262.6977272410743,794.1692916701757,-1056.86701891125
2022-04-25 01:00:00,288.85377800533706,822.4406904027709,-1111.294468408108
2022-04-25 02:00:00,269.5210448317515,902.1146322855393,-1171.635677117291
2022-04-25 03:00:00,289.9909976037833,1035.7612444759895,-1325.7522420797727
2022-04-25 04:00:00,394.6152006608346,1195.1091282415264,-1589.7243289023609
2022-04-25 05:00:00,589.0797519951363,1380.1582835821498,-1969.2380355772862
2022-04-25 06:00:00,598.1775087827059,1462.4023526224269,-2060.5798614051328
2022-04-25 07:00:00,573.1586776168893,1426.4205724173057,-1999.579250034195
2022-04-25 08:00:00,558.3748228370887,1333.895994746994,-1892.2708175840826
2022-04-25 09:00:00,525.3954544821486,1251.6519257067168,-1777.0473801888654
2022-04-25 10:00:00,506.06272130856297,1148.8468394063705,-1654.9095607149334
2022-04-25 11:00:00,491.27886652876236,1112.8650592012493,-1604.1439257300117
2022-04-25 12:00:00,482.1811097411926,1053.75213457855,-1535.9332443197427
2022-04-25 13:00:00,475.3577921505153,1035.7612444759895,-1511.1190366265048
2022-04-25 14:00:00,475.3577921505153,1025.4807358459548,-1500.83852799647
2022-04-25 15:00:00,489.0044273318698,1056.3222617360589,-1545.3266890679288
2022-04-25 16:00:00,517.4349172930251,1061.4625160510761,-1578.8974333441013
2022-04-25 17:00:00,544.7281876557341,1087.1637876261627,-1631.891975281897
2022-04-25 18:00:00,567.4725796246582,1082.0235333111455,-1649.4961129358037
2022-04-25 19:00:00,583.3936540029052,1071.7430246811107,-1655.1366786840158
2022-04-25 20:00:00,576.570336412228,1002.3495914283769,-1578.919927840605
2022-04-25 21:00:00,524.2582348837024,866.1328520804182,-1390.3910869641204
2022-04-25 22:00:00,451.476180583145,758.1875114650543,-1209.6636920481992
2022-04-25 23:00:00,336.6170011400779,729.9161127324592,-1066.5331138725371
2022-04-26 00:00:00,301.45703188716703,934.593177999462,-1236.050209886629
2022-04-26 01:00:00,319.1156027926914,961.1273691729482,-1280.2429719656395
2022-04-26 02:00:00,322.8995822724467,1028.9369688385243,-1351.836551110971
2022-04-26 03:00:00,345.6034591509781,1123.280759677587,-1468.884218828565
2022-04-26 04:00:00,432.63498718534845,1356.191993311522,-1788.8269804968704
2022-04-26 05:00:00,634.4472261056277,1556.6725488445297,-2191.1197749501575
2022-04-26 06:00:00,624.3566141596136,1630.3786354375475,-2254.735249597161
2022-04-26 07:00:00,607.9593697473409,1594.9997138728988,-2202.9590836202397
2022-04-26 08:00:00,607.9593697473409,1524.241870743602,-2132.201240490943
2022-04-26 09:00:00,595.3461048148235,1444.6392972231433,-2039.9854020379669
2022-04-26 10:00:00,578.9488604025508,1359.1402367752428,-1938.0890971777935
2022-04-26 11:00:00,562.5516159902782,1297.227124037108,-1859.7787400273862
2022-04-26 12:00:00,557.5063100172713,1261.8482024724597,-1819.354512489731
2022-04-26 13:00:00,557.5063100172713,1241.2104982264148,-1798.716808243686
2022-04-26 14:00:00,560.0289630037747,1250.0552286175769,-1810.0841916213517
2022-04-26 15:00:00,566.3355954700335,1261.8482024724597,-1828.1837979424931
2022-04-26 16:00:00,589.0394723485648,1247.1069851538562,-1836.146457502421
2022-04-26 17:00:00,609.2206962405927,1217.6245505166494,-1826.845246757242
2022-04-26 18:00:00,621.8339611731101,1191.0903593431628,-1812.924320516273
2022-04-26 19:00:00,619.3113081866068,1176.3491420245593,-1795.660450211166
2022-04-26 20:00:00,605.4367167608376,1099.6948119678211,-1705.1315287286589
2022-04-26 21:00:00,551.1996775510124,964.0756126366689,-1515.2752901876813
2022-04-26 22:00:00,484.34937340867,878.5765521887687,-1362.9259255974387
2022-04-26 23:00:00,355.694071096992,884.4730391162101,-1240.167110213202
2022-04-27 00:00:00,348.6599160909537,1124.043817023296,-1472.7037331142496
2022-04-27 01:00:00,369.08350950213924,1155.9567329640206,-1525.0402424661597
2022-04-27 02:00:00,373.4599938045361,1237.5119625903167,-1610.971956394853
2022-04-27 03:00:00,399.7188996189176,1350.980108157337,-1750.6990077762548
2022-04-27 04:00:00,500.3780385740464,1631.1045925259186,-2131.482631099965
2022-04-27 05:00:00,733.7905347018816,1872.224401855837,-2606.0149365577186
2022-04-27 06:00:00,722.1199098954899,1960.8713905800719,-2682.9913004755617
2022-04-27 07:00:00,703.1551445851032,1918.3208359924392,-2621.4759805775425
2022-04-27 08:00:00,703.1551445851032,1833.219726817174,-2536.374871402277
2022-04-27 09:00:00,688.5668635771134,1737.4809789950004,-2426.047842572114
2022-04-27 10:00:00,669.6020982667269,1634.650472074888,-2304.252570341615
2022-04-27 11:00:00,650.6373329563403,1560.1870015465308,-2210.8243345028714
2022-04-27 12:00:00,644.8020205531444,1517.6364469588982,-2162.4384675120427
2022-04-27 13:00:00,644.8020205531444,1492.8152901161125,-2137.6173106692568
2022-04-27 14:00:00,647.7196767547424,1503.4529287630207,-2151.1726055177633
2022-04-27 15:00:00,655.0138172587373,1517.6364469588982,-2172.6502642176356
2022-04-27 16:00:00,681.2727230731186,1499.9070492140513,-2181.1797722871697
2022-04-27 17:00:00,704.6139726859022,1464.4482537243575,-2169.06222641026
2022-04-27 18:00:00,719.2022536938917,1432.535337783633,-2151.737591477525
2022-04-27 19:00:00,716.2845974922939,1414.8059400387858,-2131.0905375310795
2022-04-27 20:00:00,700.2374883835053,1322.613071765582,-2022.8505601490872
2022-04-27 21:00:00,637.5078800491495,1159.50261251299,-1797.0104925621395
2022-04-27 22:00:00,560.1899907068041,1056.6721055928779,-1616.862096299682
2022-04-27 23:00:00,411.38952442530933,1063.7638646908165,-1475.1533891161257
2022-04-28 00:00:00,366.5310919218413,1213.3457558745606,-1579.876847796402
2022-04-28 01:00:00,388.00153245282786,1247.7940580918194,-1635.7955905446472
2022-04-28 02:00:00,392.60234113803926,1335.828608202592,-1728.4309493406313
2022-04-28 03:00:00,420.2071932493077,1458.3114605306234,-1878.5186537799311
2022-04-28 04:00:00,526.0257930091697,1760.6910022154505,-2286.71679522462
2022-04-28 05:00:00,771.4022562204443,2020.9670634125173,-2792.3693196329614
2022-04-28 06:00:00,759.1334330598806,2116.656791793792,-2875.7902248536725
2022-04-28 07:00:00,739.1965954239645,2070.72572217078,-2809.9223175947445
2022-04-28 08:00:00,739.1965954239645,1978.8635829247564,-2718.060178348721
2022-04-28 09:00:00,723.86056647326,1875.51867627298,-2599.37924274624
2022-04-28 10:00:00,703.9237288373439,1764.5185913507016,-2468.4423201880454
2022-04-28 11:00:00,683.9868912014277,1684.139219510431,-2368.126110711859
2022-04-28 12:00:00,677.8524796211459,1638.208149887419,-2316.060629508565
2022-04-28 13:00:00,677.8524796211459,1611.4150259406624,-2289.2675055618083
2022-04-28 14:00:00,680.9196854112869,1622.8977933464153,-2303.8174787577022
2022-04-28 15:00:00,688.5876998866393,1638.208149887419,-2326.7958497740583
2022-04-28 16:00:00,716.1925519979076,1619.0702042111643,-2335.262756209072
2022-04-28 17:00:00,740.7301983190351,1580.7943128586546,-2321.52451117769
2022-04-28 18:00:00,756.0662272697397,1546.3460106413957,-2302.4122379111354
2022-04-28 19:00:00,752.9990214795988,1527.2080649651407,-2280.2070864447396
2022-04-28 20:00:00,736.1293896338236,1427.6907474486152,-2163.820137082439
2022-04-28 21:00:00,670.1844651457936,1251.6216472270703,-1921.806112372864
2022-04-28 22:00:00,588.9035117070589,1140.621562304792,-1729.5250740118508
2022-04-28 23:00:00,432.47601640987136,1148.2767405752938,-1580.7527569851652
2022-04-29 00:00:00,373.41126953803706,1200.3495031648758,-1573.7607727029128
2022-04-29 01:00:00,395.2847330256208,1242.669517699535,-1637.9542507251558
2022-04-29 02:00:00,399.9719037729602,1296.5313543800103,-1696.5032581529704
2022-04-29 03:00:00,428.09492825699647,1411.9495758381713,-1840.0445040951677
2022-04-29 04:00:00,535.899855445802,1715.8842256779958,-2251.784081123798
2022-04-29 05:00:00,785.8822953039022,2058.291616003874,-2844.173911307776
2022-04-29 06:00:00,773.3831733109973,2162.1680153162188,-2935.551188627216
2022-04-29 07:00:00,753.0721000725266,2104.4589045871385,-2857.531004659665
2022-04-29 08:00:00,753.0721000725266,2004.4297793233984,-2757.5018793959252
2022-04-29 09:00:00,737.4481975813953,1908.2479281082642,-2645.6961256896593
2022-04-29 10:00:00,717.1371243429248,1796.6769806987086,-2513.8141050416334
2022-04-29 11:00:00,696.8260511044541,1700.4951294835744,-2397.3211805880283
2022-04-29 12:00:00,690.5764901080016,1646.6332928030988,-2337.2097829111003
2022-04-29 13:00:00,690.5764901080016,1615.8551004142562,-2306.431590522258
2022-04-29 14:00:00,693.7012706062278,1623.5496485114668,-2317.2509191176946
2022-04-29 15:00:00,701.5132218517934,1638.9387447058882,-2340.4519665576818
2022-04-29 16:00:00,729.6362463358297,1623.5496485114668,-2353.1858948472964
2022-04-29 17:00:00,754.6344903216398,1600.4660042198345,-2355.1004945414743
2022-04-29 18:00:00,770.2583928127709,1577.3823599282023,-2347.6407527409733
2022-04-29 19:00:00,767.1336123145447,1538.9096194421486,-2306.0432317566933
2022-04-29 20:00:00,749.9473195743004,1450.422316324225,-2200.3696358985253
